IP,abuseipdb_is_whitelisted,abuseipdb_confidence_score,abuseipdb_country_code,abuseipdb_isp,abuseipdb_domain,abuseipdb_total_reports,abuseipdb_num_distinct_users,abuseipdb_last_reported_at,virustotal_reputation,virustotal_regional_internet_registry,virustotal_as_owner,harmless,malicious,suspicious,undetected,IBM_score,IBM_average history Score,IBM_most common score,virustotal_asn,SHODAN_asn,SHODAN_isp,ALIENVAULT_reputation,ALIENVAULT_asn,score_average_Mobat
125.99.241.130,FALSE,0,IN,Hathway Cable and Datacom Limited,hathway.com,275,106,2024-03-19T13:03:02+00:00,0.0,APNIC,Hathway IP Over Cable Internet,54.0,88.0,99.0,76.0,0.0,0.0,0.0,AS17488,AS17488,Hathway IP Over Cable Internet,FALSE,AS17488 hathway ip over cable internet,45.285.714.285.714.200
130.162.42.103,FALSE,0,DE,Oracle Public Cloud,oracle.com,975,332,2024-03-19T10:20:52+00:00,-1.0,RIPE NCC,ORACLE-BMC-31898,57.0,90.0,98.0,78.0,0.0,0.0,0.0,AS31898,AS31898,Oracle Corporation,FALSE,AS31898 oracle corporation,46.0
130.162.42.103,FALSE,0,DE,Oracle Public Cloud,oracle.com,997,337,2024-03-19T21:36:41+00:00,-1.0,RIPE NCC,ORACLE-BMC-31898,57.0,90.0,98.0,78.0,0.0,0.0,0.0,AS31898,None,None,FALSE,AS31898 oracle corporation,46.0
138.68.58.138,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:13:56+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,60.0,94.0,98.0,77.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,61.142.857.142.857.100
138.68.58.138,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:13:56+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,60.0,94.0,98.0,77.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,61.142.857.142.857.100
138.91.3.70,FALSE,100,JP,Microsoft Corporation,microsoft.com,0,0,2023-07-01T23:57:44+00:00,0.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,65.0,98.0,100.0,76.0,0.0,0.0,0.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,62.714.285.714.285.700
138.91.3.70,FALSE,100,JP,Microsoft Corporation,microsoft.com,0,0,2023-07-01T23:57:44+00:00,0.0,APNIC,MICROSOFT-CORP-MSN-AS-BLOCK,65.0,98.0,100.0,76.0,0.0,0.0,0.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,62.714.285.714.285.700
139.99.118.168,FALSE,100,SG,OVH Singapore Pte. Ltd,ovh.com,0,0,2023-06-13T15:59:44+00:00,0.0,APNIC,OVH SAS,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS16276,None,None,FALSE,AS16276 ovh sas,6.242.857.142.857.140
139.99.118.168,FALSE,100,SG,OVH Singapore Pte. Ltd,ovh.com,0,0,2023-06-13T15:59:44+00:00,0.0,APNIC,OVH SAS,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS16276,None,None,FALSE,AS16276 ovh sas,6.242.857.142.857.140
14.56.196.9,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-01T17:39:34+00:00,0.0,APNIC,Korea Telecom,62.0,95.0,100.0,76.0,0.0,0.0,0.0,AS4766,None,None,FALSE,AS4766 korea telecom,61.857.142.857.142.800
14.56.196.9,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-01T17:39:34+00:00,0.0,APNIC,Korea Telecom,62.0,95.0,100.0,76.0,0.0,0.0,0.0,AS4766,None,None,FALSE,AS4766 korea telecom,61.857.142.857.142.800
141.98.10.132,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2024-01-03T14:27:32+00:00,-1.0,RIPE NCC,UAB Host Baltic,55.0,87.0,100.0,77.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,59.714.285.714.285.700
141.98.10.132,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2024-01-03T14:27:32+00:00,-1.0,RIPE NCC,UAB Host Baltic,55.0,87.0,100.0,77.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,59.714.285.714.285.700
141.98.10.172,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-11-08T17:38:35+00:00,-3.0,RIPE NCC,UAB Host Baltic,62.0,95.0,99.0,77.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.142.857.142.857.140
141.98.10.172,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-11-08T17:38:35+00:00,-3.0,RIPE NCC,UAB Host Baltic,62.0,95.0,99.0,77.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,6.142.857.142.857.140
141.98.11.112,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T18:24:18+00:00,-1.0,RIPE NCC,UAB Host Baltic,62.0,96.0,99.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.714.285.714.285.700
141.98.11.112,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T18:24:18+00:00,-1.0,RIPE NCC,UAB Host Baltic,62.0,96.0,99.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.714.285.714.285.700
141.98.11.54,FALSE,87,LT,UAB Host Baltic,serveroffer.lt,15,2,2024-03-17T18:20:56+00:00,-1.0,RIPE NCC,UAB Host Baltic,62.0,96.0,99.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,59.857.142.857.142.800
141.98.11.54,FALSE,87,LT,UAB Host Baltic,serveroffer.lt,14,2,2024-03-17T18:20:56+00:00,-1.0,RIPE NCC,UAB Host Baltic,62.0,96.0,99.0,76.0,0.0,0.0,0.0,AS209605,AS209605,UAB Host Baltic,FALSE,AS209605 uab host baltic,59.857.142.857.142.800
141.98.11.55,FALSE,0,LT,UAB Host Baltic,serveroffer.lt,2,1,2024-03-08T01:02:23+00:00,0.0,RIPE NCC,UAB Host Baltic,59.0,93.0,99.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,46.714.285.714.285.700
141.98.11.55,FALSE,0,LT,UAB Host Baltic,serveroffer.lt,2,1,2024-03-08T01:02:23+00:00,0.0,RIPE NCC,UAB Host Baltic,59.0,93.0,99.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,46.714.285.714.285.700
141.98.11.67,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T21:47:47+00:00,0.0,RIPE NCC,UAB Host Baltic,62.0,96.0,99.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.857.142.857.142.800
141.98.11.67,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-27T21:47:47+00:00,0.0,RIPE NCC,UAB Host Baltic,62.0,96.0,99.0,76.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,61.857.142.857.142.800
141.98.11.84,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-20T18:25:34+00:00,0.0,RIPE NCC,UAB Host Baltic,63.0,96.0,99.0,77.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,62.142.857.142.857.100
141.98.11.84,FALSE,100,LT,UAB Host Baltic,serveroffer.lt,0,0,2023-12-20T18:25:34+00:00,0.0,RIPE NCC,UAB Host Baltic,63.0,96.0,99.0,77.0,0.0,0.0,0.0,AS209605,None,None,FALSE,AS209605 uab host baltic,62.142.857.142.857.100
142.93.58.158,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-08T15:40:48+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,64.0,97.0,99.0,77.0,0.0,0.0,0.0,AS14061,AS14061,"DigitalOcean, LLC",FALSE,AS14061 digitalocean  llc,62.285.714.285.714.200
142.93.58.158,FALSE,100,US,DigitalOcean LLC,digitalocean.com,0,0,2023-11-08T15:40:48+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,64.0,97.0,99.0,77.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,62.285.714.285.714.200
143.198.146.239,FALSE,0,US,DigitalOcean LLC,digitalocean.com,868,335,2024-03-19T10:52:01+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,57.0,91.0,97.0,78.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,46.0
143.198.146.239,FALSE,0,US,DigitalOcean LLC,digitalocean.com,866,332,2024-03-19T21:35:42+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,57.0,91.0,97.0,78.0,0.0,0.0,0.0,AS14061,AS14061,"DigitalOcean, LLC",FALSE,AS14061 digitalocean  llc,46.0
146.19.169.228,FALSE,100,DE,Xsserver GmbH,xsserver.gmbh,0,0,2023-11-08T15:42:04+00:00,-1.0,RIPE NCC,SkyLink Data Center BV,64.0,96.0,98.0,79.0,0.0,0.0,0.0,AS44592,None,None,FALSE,AS44592 skylink data center bv,62.285.714.285.714.200
146.19.169.228,FALSE,100,DE,Xsserver GmbH,xsserver.gmbh,0,0,2023-11-08T15:42:04+00:00,-1.0,RIPE NCC,SkyLink Data Center BV,64.0,96.0,98.0,79.0,0.0,0.0,0.0,AS44592,None,None,FALSE,AS44592 skylink data center bv,62.285.714.285.714.200
146.190.38.28,FALSE,0,US,DigitalOcean LLC,digitalocean.com,74,55,2024-03-09T12:07:58+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,56.0,89.0,98.0,78.0,0.0,0.0,0.0,AS14061,AS14061,"DigitalOcean, LLC",FALSE,AS14061 digitalocean  llc,45.714.285.714.285.700
146.190.38.28,FALSE,0,US,DigitalOcean LLC,digitalocean.com,62,44,2024-03-09T12:07:58+00:00,-1.0,ARIN,DIGITALOCEAN-ASN,56.0,89.0,98.0,78.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,45.714.285.714.285.700
149.127.190.57,FALSE,100,SG,Citis Cloud Group Limited,zoneidc.com,0,0,2023-05-16T06:45:48+00:00,0.0,APNIC,CITIS CLOUD GROUP LIMITED,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS140107,None,None,FALSE,AS140107 citis cloud group limited,6.242.857.142.857.140
149.127.190.57,FALSE,100,SG,Citis Cloud Group Limited,zoneidc.com,0,0,2023-05-16T06:45:48+00:00,0.0,APNIC,CITIS CLOUD GROUP LIMITED,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS140107,None,None,FALSE,AS140107 citis cloud group limited,6.242.857.142.857.140
152.89.196.144,FALSE,97,GB,Starcrecium Limited,starcrecium.com,3,1,2024-03-15T09:17:00+00:00,0.0,None,None,0.0,100.0,100.0,100.0,0.0,0.0,0.0,None,None,None,FALSE,ASNone,56.714.285.714.285.700
152.89.196.144,FALSE,97,GB,Starcrecium Limited,starcrecium.com,3,1,2024-03-15T09:17:00+00:00,0.0,None,None,0.0,100.0,100.0,100.0,0.0,0.0,0.0,None,None,None,FALSE,ASNone,56.714.285.714.285.700
157.230.17.29,FALSE,97,DE,DigitalOcean LLC,digitalocean.com,2,1,2024-03-03T07:27:23+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,61.0,94.0,98.0,78.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,61.0
157.230.17.29,FALSE,97,DE,DigitalOcean LLC,digitalocean.com,2,1,2024-03-03T07:27:23+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,61.0,94.0,98.0,78.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,61.0
157.245.156.72,FALSE,100,SG,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:24:32+00:00,-1.0,APNIC,DIGITALOCEAN-ASN,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,62.285.714.285.714.200
157.245.156.72,FALSE,100,SG,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:24:32+00:00,-1.0,APNIC,DIGITALOCEAN-ASN,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,62.285.714.285.714.200
158.69.111.17,FALSE,100,CA,Web Hosting Capa,ip-158-69-111.net,0,0,2023-12-07T20:56:36+00:00,-1.0,ARIN,OVH SAS,60.0,95.0,97.0,77.0,0.0,0.0,0.0,AS16276,None,None,FALSE,AS16276 ovh sas,61.142.857.142.857.100
158.69.111.17,FALSE,100,CA,Web Hosting Capa,ip-158-69-111.net,0,0,2023-12-07T20:56:36+00:00,-1.0,ARIN,OVH SAS,60.0,95.0,97.0,77.0,0.0,0.0,0.0,AS16276,None,None,FALSE,AS16276 ovh sas,61.142.857.142.857.100
162.243.145.20,FALSE,0,US,DigitalOcean LLC,digitalocean.com,171,55,2024-03-19T12:02:10+00:00,0.0,ARIN,DIGITALOCEAN-ASN,56.0,93.0,98.0,74.0,0.0,0.0,0.0,AS14061,AS14061,"DigitalOcean, LLC",FALSE,AS14061 digitalocean  llc,45.857.142.857.142.800
162.243.145.20,FALSE,0,US,DigitalOcean LLC,digitalocean.com,174,54,2024-03-19T21:43:24+00:00,0.0,ARIN,DIGITALOCEAN-ASN,56.0,93.0,98.0,74.0,0.0,0.0,0.0,AS14061,AS14061,"DigitalOcean, LLC",FALSE,AS14061 digitalocean  llc,45.857.142.857.142.800
165.154.232.105,FALSE,97,TH,SCloud Pte Ltd,scloud.sg,1,1,2024-03-11T15:52:28+00:00,-1.0,APNIC,Scloud Pte Ltd,63.0,95.0,100.0,77.0,0.0,0.0,0.0,AS142002,None,None,FALSE,AS142002 scloud pte ltd,6.157.142.857.142.850
165.154.232.105,FALSE,97,TH,SCloud Pte Ltd,scloud.sg,1,1,2024-03-11T15:52:28+00:00,-1.0,APNIC,Scloud Pte Ltd,63.0,95.0,100.0,77.0,0.0,0.0,0.0,AS142002,None,None,FALSE,AS142002 scloud pte ltd,6.157.142.857.142.850
165.232.70.143,FALSE,100,DE,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:32:31+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,61.0,94.0,99.0,77.0,0.0,0.0,0.0,AS14061,AS14061,"DigitalOcean, LLC",FALSE,AS14061 digitalocean  llc,6.142.857.142.857.140
165.232.70.143,FALSE,100,DE,DigitalOcean LLC,digitalocean.com,0,0,2023-11-30T00:32:31+00:00,-1.0,RIPE NCC,DIGITALOCEAN-ASN,61.0,94.0,99.0,77.0,0.0,0.0,0.0,AS14061,None,None,FALSE,AS14061 digitalocean  llc,6.142.857.142.857.140
172.105.14.77,FALSE,100,CA,Linode LLC,linode.com,0,0,2023-05-20T22:00:10+00:00,0.0,ARIN,Akamai Connected Cloud,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS63949,AS63949,Akamai Connected Cloud,FALSE,AS63949 linode  llc,62.142.857.142.857.100
172.105.14.77,FALSE,100,CA,Linode LLC,linode.com,0,0,2023-05-20T22:00:10+00:00,0.0,ARIN,Akamai Connected Cloud,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS63949,None,None,FALSE,AS63949 linode  llc,62.142.857.142.857.100
172.245.168.229,FALSE,100,US,RackNerd LLC,racknerd.com,0,0,2023-11-08T15:53:29+00:00,-1.0,ARIN,AS-COLOCROSSING,63.0,98.0,99.0,75.0,0.0,0.0,0.0,AS36352,None,None,FALSE,AS36352 colocrossing,62.0
172.245.168.229,FALSE,100,US,RackNerd LLC,racknerd.com,0,0,2023-11-08T15:53:29+00:00,-1.0,ARIN,AS-COLOCROSSING,63.0,98.0,99.0,75.0,0.0,0.0,0.0,AS36352,None,None,FALSE,AS36352 colocrossing,62.0
175.214.151.9,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-10-22T21:55:09+00:00,0.0,APNIC,Korea Telecom,59.0,92.0,99.0,77.0,0.0,0.0,0.0,AS4766,AS4766,Korea Telecom,FALSE,AS4766 korea telecom,61.0
175.214.151.9,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-10-22T21:55:09+00:00,0.0,APNIC,Korea Telecom,59.0,92.0,99.0,77.0,0.0,0.0,0.0,AS4766,None,None,FALSE,AS4766 korea telecom,61.0
179.125.227.136,FALSE,100,BR,Desktop Sigmanet Comunicacao Multimidia SA,desktop.com.br,0,0,2023-06-03T20:41:07+00:00,0.0,LACNIC,Desktop Sigmanet Comunicacao Multimidia SA,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS28649,None,None,FALSE,AS28649 desktop sigmanet comunicao multimdia sa,6.242.857.142.857.140
179.125.227.136,FALSE,100,BR,Desktop Sigmanet Comunicacao Multimidia SA,desktop.com.br,0,0,2023-06-03T20:41:07+00:00,0.0,LACNIC,Desktop Sigmanet Comunicacao Multimidia SA,64.0,99.0,100.0,74.0,0.0,0.0,0.0,AS28649,None,None,FALSE,AS28649 desktop sigmanet comunicao multimdia sa,6.242.857.142.857.140
179.43.122.214,FALSE,100,AR,Dattatec.com,dattatec.com,0,0,2023-11-30T00:39:51+00:00,-1.0,LACNIC,Dattatec.com,61.0,94.0,99.0,77.0,0.0,0.0,0.0,AS27823,None,None,FALSE,AS27823 dattatec.com,6.142.857.142.857.140
179.43.122.214,FALSE,100,AR,Dattatec.com,dattatec.com,0,0,2023-11-30T00:39:51+00:00,-1.0,LACNIC,Dattatec.com,61.0,94.0,99.0,77.0,0.0,0.0,0.0,AS27823,AS27823,Dattatec.com,FALSE,AS27823 dattatec.com,6.142.857.142.857.140
180.101.88.247,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,1,1,2024-02-27T15:46:21+00:00,-1.0,APNIC,Chinanet,60.0,93.0,98.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,61.142.857.142.857.100
180.101.88.247,FALSE,100,CN,ChinaNet Jiangsu Province Network,chinatelecom.com.cn,1,1,2024-02-27T15:46:21+00:00,-1.0,APNIC,Chinanet,60.0,93.0,98.0,78.0,0.0,0.0,0.0,AS4134,None,None,FALSE,AS4134 chinanet,61.142.857.142.857.100
180.168.100.230,FALSE,0,CN,ChinaNet Shanghai Province Network,chinatelecom.com.cn,268,89,2024-03-19T05:36:57+00:00,0.0,APNIC,China Telecom Group,59.0,92.0,99.0,77.0,0.0,0.0,0.0,AS4812,AS4812,China Telecom (Group),FALSE,AS4812 china telecom (group),46.714.285.714.285.700
180.168.100.230,FALSE,0,CN,ChinaNet Shanghai Province Network,chinatelecom.com.cn,270,89,2024-03-19T16:40:13+00:00,0.0,APNIC,China Telecom Group,59.0,92.0,99.0,77.0,0.0,0.0,0.0,AS4812,None,None,FALSE,AS4812 china telecom (group),46.714.285.714.285.700
182.70.252.174,FALSE,81,IN,Bharti Airtel Ltd.,airtel.in,4,2,2024-03-12T17:25:16+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",60.0,92.0,99.0,78.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,5.857.142.857.142.850
182.70.252.174,FALSE,81,IN,Bharti Airtel Ltd.,airtel.in,4,2,2024-03-12T17:25:16+00:00,0.0,APNIC,"Bharti Airtel Ltd., Telemedia Services",60.0,92.0,99.0,78.0,0.0,0.0,0.0,AS24560,None,None,FALSE,AS24560 bharti airtel ltd.,5.857.142.857.142.850
185.161.248.220,FALSE,100,RU,Kisara LLC,kisarallc.msk.ru,0,0,2023-07-06T23:59:07+00:00,0.0,RIPE NCC,Kisara LLC,64.0,96.0,99.0,78.0,0.0,0.0,0.0,AS49202,None,None,FALSE,ASNone,6.242.857.142.857.140
185.161.248.220,FALSE,100,RU,Kisara LLC,kisarallc.msk.ru,0,0,2023-07-06T23:59:07+00:00,0.0,RIPE NCC,Kisara LLC,64.0,96.0,99.0,78.0,0.0,0.0,0.0,AS49202,None,None,FALSE,ASNone,6.242.857.142.857.140
185.69.155.107,FALSE,100,UA,Hosting Ukraine Ltd,ukraine.com.ua,0,0,2023-11-30T00:45:18+00:00,-1.0,RIPE NCC,Hosting Ukraine LTD,62.0,97.0,100.0,74.0,0.0,0.0,0.0,AS200000,None,None,FALSE,AS200000 hosting ukraine ltd,61.714.285.714.285.700
185.69.155.107,FALSE,100,UA,Hosting Ukraine Ltd,ukraine.com.ua,0,0,2023-11-30T00:45:18+00:00,-1.0,RIPE NCC,Hosting Ukraine LTD,62.0,97.0,100.0,74.0,0.0,0.0,0.0,AS200000,None,None,FALSE,AS200000 hosting ukraine ltd,61.714.285.714.285.700
185.88.154.160,FALSE,100,IR,Parsian High Tech Company PJSC,bertina.ir,0,0,2023-06-06T09:42:18+00:00,0.0,RIPE NCC,Parsian High Tech Company PJSC,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS42043,None,None,FALSE,AS42043 parsian high tech company pjsc,62.142.857.142.857.100
185.88.154.160,FALSE,100,IR,Parsian High Tech Company PJSC,bertina.ir,0,0,2023-06-06T09:42:18+00:00,0.0,RIPE NCC,Parsian High Tech Company PJSC,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS42043,None,None,FALSE,AS42043 parsian high tech company pjsc,62.142.857.142.857.100
186.96.145.241,FALSE,0,MX,Total Play Telecomunicaciones SA de CV,totalplay.com.mx,1985,29,2024-03-19T12:06:43+00:00,0.0,LACNIC,TOTAL PLAY TELECOMUNICACIONES SA DE CV,58.0,90.0,98.0,79.0,0.0,0.0,0.0,AS22884,None,None,FALSE,AS22884 total play telecomunicaciones sa de cv,4.642.857.142.857.140
186.96.145.241,FALSE,0,MX,Total Play Telecomunicaciones SA de CV,totalplay.com.mx,1946,28,2024-03-19T12:53:02+00:00,0.0,LACNIC,TOTAL PLAY TELECOMUNICACIONES SA DE CV,58.0,90.0,98.0,79.0,0.0,0.0,0.0,AS22884,None,None,FALSE,AS22884 total play telecomunicaciones sa de cv,4.642.857.142.857.140
191.36.156.137,FALSE,88,BR,VipTurbo Comercio & Servicos de Informatica Ltda,brasiltelecom.net.br,5,1,2024-03-12T20:48:57+00:00,0.0,LACNIC,VIPTURBO COMERCIO & SERVICOS DE INFORMATICA LTDA,61.0,94.0,100.0,76.0,0.0,0.0,0.0,AS263333,None,None,FALSE,AS263333 vipturbo comrcio & servios de informtica ltda,59.857.142.857.142.800
191.36.156.137,FALSE,88,BR,VipTurbo Comercio & Servicos de Informatica Ltda,brasiltelecom.net.br,5,1,2024-03-12T20:48:57+00:00,0.0,LACNIC,VIPTURBO COMERCIO & SERVICOS DE INFORMATICA LTDA,61.0,94.0,100.0,76.0,0.0,0.0,0.0,AS263333,None,None,FALSE,AS263333 vipturbo comrcio & servios de informtica ltda,59.857.142.857.142.800
194.113.236.177,FALSE,0,RU,MTS PJSC,mtsgsm.com,332,171,2024-03-19T10:36:41+00:00,0.0,RIPE NCC,MTS PJSC,57.0,90.0,99.0,77.0,0.0,0.0,0.0,AS60490,AS60490,MTS PJSC,FALSE,AS60490 mts pjsc,46.142.857.142.857.100
194.113.236.177,FALSE,0,RU,MTS PJSC,mtsgsm.com,329,170,2024-03-19T16:39:11+00:00,0.0,RIPE NCC,MTS PJSC,57.0,90.0,99.0,77.0,0.0,0.0,0.0,AS60490,None,None,FALSE,AS60490 mts pjsc,46.142.857.142.857.100
195.226.194.242,FALSE,100,RU,Infolink LLC,informlink.ru,0,0,2024-01-11T20:23:06+00:00,0.0,None,None,0.0,100.0,100.0,100.0,0.0,0.0,0.0,None,None,None,FALSE,ASNone,57.142.857.142.857.100
195.226.194.242,FALSE,100,RU,Infolink LLC,informlink.ru,0,0,2024-01-11T20:23:06+00:00,0.0,None,None,0.0,100.0,100.0,100.0,0.0,0.0,0.0,None,None,None,FALSE,ASNone,57.142.857.142.857.100
195.230.103.242,FALSE,0,DE,SecurityTrails LLC,securitytrails.com,954,51,2024-03-19T12:03:45+00:00,0.0,ARIN,"Securitytrails, LLC",60.0,95.0,99.0,75.0,0.0,0.0,0.0,AS211607,None,None,FALSE,AS211607 securitytrails  llc,47.0
195.230.103.242,FALSE,0,DE,SecurityTrails LLC,securitytrails.com,955,51,2024-03-19T21:40:07+00:00,0.0,ARIN,"Securitytrails, LLC",60.0,95.0,99.0,75.0,0.0,0.0,0.0,AS211607,None,None,FALSE,AS211607 securitytrails  llc,47.0
196.189.118.69,FALSE,100,ET,Ethio Telecom,ethiotelecom.et,0,0,2023-07-12T19:07:23+00:00,-1.0,AFRINIC,Ethiopian Telecommunication Corporation,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS24757,None,None,FALSE,AS24757 ethionet,62.285.714.285.714.200
196.189.118.69,FALSE,100,ET,Ethio Telecom,ethiotelecom.et,0,0,2023-07-12T19:07:23+00:00,-1.0,AFRINIC,Ethiopian Telecommunication Corporation,64.0,98.0,100.0,75.0,0.0,0.0,0.0,AS24757,None,None,FALSE,AS24757 ethionet,62.285.714.285.714.200
197.199.224.52,FALSE,0,EG,Etisalat Misr,etisalat.com.eg,877,335,2024-03-19T11:20:44+00:00,-1.0,AFRINIC,Etisalat Misr,55.0,88.0,98.0,78.0,0.0,0.0,0.0,AS36992,None,None,FALSE,AS36992 african network information center,4.542.857.142.857.140
197.199.224.52,FALSE,0,EG,Etisalat Misr,etisalat.com.eg,880,333,2024-03-19T21:35:58+00:00,-1.0,AFRINIC,Etisalat Misr,55.0,88.0,98.0,78.0,0.0,0.0,0.0,AS36992,AS36992,ETISALAT MISR,FALSE,AS36992 african network information center,4.542.857.142.857.140
20.151.171.161,FALSE,100,CA,Microsoft Corporation,microsoft.com,0,0,2023-11-01T17:42:56+00:00,-1.0,ARIN,MICROSOFT-CORP-MSN-AS-BLOCK,66.0,98.0,99.0,78.0,0.0,0.0,0.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,62.857.142.857.142.800
20.151.171.161,FALSE,100,CA,Microsoft Corporation,microsoft.com,0,0,2023-11-01T17:42:56+00:00,-1.0,ARIN,MICROSOFT-CORP-MSN-AS-BLOCK,66.0,98.0,99.0,78.0,0.0,0.0,0.0,AS8075,None,None,FALSE,AS8075 microsoft corporation,62.857.142.857.142.800
210.245.51.208,FALSE,100,VN,FPT Telecom,fpt.com.vn,0,0,2023-07-26T18:09:45+00:00,0.0,APNIC,FPT Telecom Company,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS18403,AS18403,FPT Telecom Company,FALSE,AS18403 fpt telecom company,62.142.857.142.857.100
210.245.51.208,FALSE,100,VN,FPT Telecom,fpt.com.vn,0,0,2023-07-26T18:09:45+00:00,0.0,APNIC,FPT Telecom Company,63.0,98.0,100.0,74.0,0.0,0.0,0.0,AS18403,None,None,FALSE,AS18403 fpt telecom company,62.142.857.142.857.100
218.145.113.25,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-09T10:15:52+00:00,0.0,APNIC,Korea Telecom,62.0,96.0,100.0,75.0,0.0,0.0,0.0,AS4766,None,None,FALSE,AS4766 korea telecom,61.857.142.857.142.800
218.145.113.25,FALSE,100,KR,KT Corporation,kt.com,0,0,2023-11-09T10:15:52+00:00,0.0,APNIC,Korea Telecom,62.0,96.0,100.0,75.0,0.0,0.0,0.0,AS4766,None,None,FALSE,AS4766 korea telecom,61.857.142.857.142.800
